-1.934,11.616,3.143,0.552,4.199
-2.131,11.606,3.250,0.528,4.190
-2.328,11.574,3.355,0.527,4.156
-2.521,11.521,3.462,0.548,4.120
-2.706,11.448,3.574,0.590,4.118
-2.883,11.353,3.695,0.584,4.116
-3.048,11.237,3.808,0.532,4.119
-3.199,11.106,3.909,0.487,4.164
-3.333,10.964,4.001,0.455,4.236
-3.455,10.809,4.089,0.437,4.320
-3.566,10.639,4.176,0.413,4.402
-3.661,10.464,4.254,0.374,4.489
-3.741,10.286,4.322,0.324,4.595
-3.810,10.105,4.381,0.299,4.727
-3.868,9.918,4.440,0.303,4.863
-3.915,9.727,4.499,0.291,4.975
-3.952,9.529,4.555,0.264,5.084
-3.978,9.337,4.605,0.257,5.204
-3.993,9.148,4.654,0.267,5.316
-4.000,8.951,4.707,0.270,5.405
-3.995,8.746,4.763,0.268,5.480
-3.979,8.537,4.818,0.260,5.548
-3.955,8.352,4.865,0.250,5.617
-3.921,8.163,4.913,0.244,5.689
-3.876,7.969,4.961,0.240,5.760
-3.821,7.771,5.010,0.238,5.828
-3.754,7.571,5.060,0.237,5.890
-3.684,7.390,5.105,0.222,5.947
-3.606,7.213,5.146,0.206,6.016
-3.520,7.036,5.185,0.192,6.098
-3.426,6.860,5.223,0.182,6.187
-3.323,6.685,5.258,0.173,6.282
-3.213,6.511,5.293,0.166,6.379
-3.102,6.346,5.325,0.152,6.476
-2.986,6.187,5.353,0.134,6.584
-2.866,6.030,5.378,0.118,6.706
-2.741,5.875,5.400,0.104,6.840
-2.613,5.722,5.420,0.090,6.985
-2.481,5.570,5.436,0.077,7.131
-2.347,5.420,5.451,0.066,7.275
-2.211,5.273,5.464,0.067,7.415
-2.074,5.128,5.477,0.068,7.552
-1.935,4.985,5.491,0.069,7.687
-1.794,4.845,5.505,0.070,7.820
-1.652,4.707,5.519,0.072,7.950
-1.508,4.571,5.533,0.074,8.078
-1.361,4.436,5.548,0.076,8.201
-1.210,4.301,5.564,0.078,8.316
-1.058,4.170,5.580,0.081,8.421
-0.905,4.043,5.596,0.084,8.500
-0.751,3.919,5.613,0.088,8.500
-0.597,3.798,5.631,0.091,8.421
-0.440,3.680,5.649,0.094,8.336
-0.275,3.562,5.668,0.093,8.249
-0.109,3.447,5.687,0.092,8.157
0.056,3.337,5.705,0.091,8.059
0.223,3.230,5.723,0.089,7.953
0.389,3.128,5.740,0.088,7.840
0.558,3.028,5.757,0.086,7.719
0.733,2.928,5.774,0.086,7.589
0.909,2.832,5.791,0.084,7.452
