#x_m,y_m,w_tr_right_m,w_tr_left_m
2.84,0.020000000000000018,0.4158910531638178,0.41063352017759486
2.84,0.07000000000000028,0.43824115301167005,0.38007352543677225
2.9400000000000004,0.17000000000000037,0.38007352543677225,0.4071067811865476
2.9400000000000004,0.2200000000000002,0.39641941385920604,0.37268120235368557
2.99,0.27,0.370820393249937,0.38007352543677225
2.99,0.3200000000000003,0.3946221994724903,0.351920240520265
3.04,0.3700000000000001,0.370820393249937,0.370820393249937
3.04,0.4200000000000004,0.3946221994724903,0.3500000000000001
3.1900000000000004,0.5700000000000003,0.3403124237432849,0.37268120235368557
3.1900000000000004,0.6200000000000001,0.37268120235368557,0.3403124237432849
3.34,0.77,0.3403124237432849,0.38007352543677225
3.34,0.8200000000000003,0.37268120235368557,0.351920240520265
3.59,1.0700000000000003,0.4211102550927979,0.4071067811865476
3.6399999999999997,1.0700000000000003,0.3946221994724903,0.4424621202458749
3.9400000000000004,1.37,0.4615773105863909,0.41063352017759486
3.9899999999999993,1.37,0.4433034373659254,0.43824115301167005
4.04,1.4200000000000004,0.45,0.4211102550927979
4.090000000000001,1.4200000000000004,0.4211102550927979,0.45
4.239999999999999,1.5700000000000003,0.48262379212492645,0.4424621202458749
4.29,1.5700000000000003,0.4615773105863909,0.47781745930520236
4.39,1.6700000000000004,0.506225774829855,0.47781745930520236
4.44,1.6700000000000004,0.48262379212492645,0.5131727983645297
4.64,1.8700000000000006,0.5381527307120105,0.55
4.64,2.47,0.370820393249937,0.4
4.590000000000001,2.52,0.39641941385920604,0.3500000000000001
4.590000000000001,2.6700000000000004,0.32649820430708343,0.3500000000000001
4.54,2.72,0.3500000000000001,0.30000000000000004
4.54,2.8700000000000006,0.2830951894845301,0.30000000000000004
4.489999999999999,2.9200000000000004,0.3041522986797287,0.25000000000000006
4.489999999999999,3.0700000000000007,0.2590169943749475,0.2590169943749475
4.44,3.1200000000000006,0.2830951894845301,0.2220153254455276
4.44,3.22,0.23851648071345044,0.2590169943749475
4.39,3.27,0.2590169943749475,0.23851648071345044
4.39,3.3200000000000007,0.23851648071345044,0.2590169943749475
4.340000000000001,3.3700000000000006,0.27008771254956904,0.2408326913195985
4.340000000000001,3.4200000000000004,0.2590169943749475,0.27008771254956904
4.29,3.47,0.3020797289396149,0.26568542494923814
4.29,3.52,0.28523499553598136,0.30104076400856544
4.239999999999999,3.5700000000000007,0.3184658438426491,0.30104076400856544
4.239999999999999,3.6200000000000006,0.308276253029822,0.3363961030678928
4.14,3.72,0.38007352543677225,0.351920240520265
4.14,3.77,0.36708320320631677,0.3946221994724903
3.9899999999999993,3.9200000000000004,0.4071067811865476,0.4615773105863909
3.79,3.9200000000000004,0.45,0.39641941385920604
3.7399999999999993,3.97,0.4,0.4280109889280519
