11.735,9.635,2.621,0.287,5.255
11.560,9.730,2.676,0.268,5.331
11.379,9.815,2.728,0.251,5.417
11.194,9.890,2.777,0.237,5.510
11.006,9.957,2.823,0.224,5.608
10.815,10.016,2.866,0.209,5.710
10.622,10.066,2.906,0.195,5.817
10.427,10.109,2.944,0.182,5.930
10.230,10.145,2.979,0.168,6.048
10.033,10.174,3.011,0.155,6.171
9.835,10.197,3.041,0.142,6.299
9.636,10.214,3.068,0.129,6.432
9.436,10.226,3.093,0.116,6.573
9.237,10.234,3.115,0.108,6.719
9.037,10.237,3.136,0.100,6.867
8.837,10.236,3.155,0.096,7.016
8.638,10.231,3.174,0.093,7.161
8.438,10.223,3.192,0.090,7.302
8.239,10.211,3.210,0.087,7.440
8.040,10.196,3.227,0.084,7.575
7.841,10.177,3.244,0.081,7.707
7.643,10.155,3.260,0.078,7.837
7.445,10.130,3.275,0.075,7.965
7.247,10.102,3.290,0.073,8.091
7.050,10.071,3.304,0.070,8.216
6.853,10.037,3.318,0.067,8.340
6.656,10.001,3.331,0.064,8.462
6.461,9.962,3.343,0.062,8.500
6.265,9.921,3.355,0.059,8.500
6.070,9.878,3.367,0.056,8.500
5.876,9.832,3.378,0.053,8.500
5.682,9.784,3.388,0.051,8.500
5.489,9.735,3.398,0.048,8.500
5.296,9.683,3.407,0.046,8.500
5.103,9.630,3.416,0.043,8.500
4.911,9.575,3.424,0.040,8.500
4.720,9.519,3.432,0.038,8.500
4.529,9.461,3.439,0.035,8.500
4.338,9.401,3.446,0.033,8.500
4.148,9.341,3.452,0.030,8.500
3.958,9.279,3.458,0.027,8.500
3.768,9.217,3.463,0.025,8.500
3.579,9.153,3.468,0.023,8.500
3.390,9.088,3.473,0.023,8.500
3.201,9.023,3.477,0.024,8.500
3.013,8.957,3.483,0.032,8.500
2.825,8.889,3.490,0.040,8.500
2.638,8.820,3.499,0.047,8.351
2.451,8.749,3.509,0.054,8.194
2.265,8.677,3.521,0.061,8.042
2.080,8.602,3.534,0.069,7.895
1.896,8.524,3.548,0.076,7.753
1.713,8.444,3.564,0.083,7.614
1.532,8.360,3.581,0.090,7.480
1.352,8.274,3.600,0.098,7.350
1.174,8.184,3.620,0.105,7.223
0.997,8.090,3.642,0.113,7.099
0.823,7.992,3.665,0.120,6.978
0.652,7.890,3.690,0.128,6.861
