-6.915,6.689,3.886,0.274,3.276
-7.057,6.548,3.967,0.541,2.930
-7.184,6.390,4.111,0.912,2.684
-7.278,6.217,4.340,1.389,2.683
-7.325,6.027,4.592,1.142,2.682
-7.328,5.827,4.790,0.855,2.811
-7.296,5.627,4.940,0.672,3.032
-7.239,5.438,5.075,0.688,3.273
-7.155,5.257,5.215,0.709,3.429
-7.046,5.087,5.359,0.707,3.523
-6.918,4.939,5.489,0.615,3.590
-6.769,4.805,5.604,0.541,3.702
-6.603,4.685,5.709,0.488,3.837
-6.433,4.586,5.801,0.442,3.980
-6.252,4.501,5.885,0.405,4.126
-6.063,4.430,5.964,0.379,4.272
-5.870,4.374,6.038,0.354,4.412
-5.673,4.332,6.107,0.331,4.548
-5.475,4.304,6.172,0.316,4.682
-5.276,4.288,6.234,0.307,4.809
-5.073,4.284,0.012,0.292,4.927
-4.874,4.292,0.068,0.277,5.041
-4.679,4.310,0.121,0.263,5.155
-4.477,4.340,0.173,0.241,5.269
-4.281,4.379,0.218,0.214,5.391
-4.090,4.426,0.257,0.184,5.527
-3.896,4.480,0.290,0.142,5.681
-3.705,4.540,0.314,0.094,5.862
-3.517,4.603,0.328,0.042,5.877
-3.327,4.668,0.331,-0.012,5.577
-3.138,4.732,0.323,-0.068,5.275
-2.949,4.794,0.304,-0.125,5.006
-2.756,4.851,0.273,-0.183,4.765
-2.563,4.901,0.230,-0.243,4.550
-2.367,4.941,0.176,-0.301,4.355
-2.169,4.970,0.110,-0.357,4.177
-1.970,4.984,0.033,-0.413,4.011
-1.770,4.982,6.228,-0.472,3.859
-1.571,4.961,6.126,-0.546,3.731
-1.376,4.919,6.009,-0.626,3.635
-1.189,4.853,5.880,-0.668,3.543
-1.011,4.762,5.743,-0.702,3.449
-0.846,4.647,5.599,-0.731,3.354
-0.702,4.510,5.448,-0.794,3.257
-0.581,4.351,5.279,-0.893,3.205
-0.490,4.173,5.090,-0.973,3.202
-0.434,3.983,4.899,-0.959,3.201
-0.416,3.784,4.705,-0.977,3.199
-0.438,3.585,4.508,-0.948,3.198
-0.495,3.395,4.334,-0.815,3.215
-0.584,3.214,4.179,-0.738,3.310
-0.699,3.049,4.033,-0.703,3.423
-0.835,2.902,3.898,-0.646,3.523
-0.988,2.775,3.775,-0.593,3.632
-1.156,2.666,3.661,-0.549,3.749
-1.335,2.576,3.555,-0.507,3.867
-1.521,2.505,3.457,-0.471,3.988
-1.714,2.452,3.366,-0.438,4.111
-1.911,2.415,3.283,-0.397,4.233
-2.110,2.395,3.207,-0.357,4.365
-2.309,2.389,3.140,-0.319,4.507
-2.509,2.395,3.080,-0.280,4.659
-2.708,2.413,3.028,-0.240,4.823
-2.906,2.440,2.984,-0.197,5.001
-3.103,2.475,2.950,-0.148,5.198
-3.299,2.516,2.925,-0.098,5.395
-3.494,2.560,2.911,-0.049,5.586
-3.688,2.606,2.906,-0.001,5.770
-3.882,2.653,2.910,0.046,5.949
-4.077,2.697,2.924,0.092,5.749
-4.272,2.738,2.947,0.137,5.541
-4.469,2.774,2.979,0.179,5.361
