# x_m,y_m
-4.858321062734511,43.40097245708317
-4.556461437505227,43.97668899010745
-4.278181062734511,44.56217236846226
-3.9558810627345125,45.129422221036535
-3.6624856725861505,45.708644755026526
-3.3757410627345124,46.29062213241576
-3.053441062734514,46.8578719849901
-2.768509907667003,47.44060051994566
-2.4733010627345138,48.01907189636928
-2.1510010627345153,48.58632174894362
-1.8745341427478621,49.17255628486481
-1.5708610627345152,49.747521660322846
-1.2485610627345096,50.31477151289715
-0.9805583778287286,50.90451204978393
-0.6684210627345095,51.475971424276366
-0.3541877991391047,52.046562628473566
-0.0865826129095737,52.636467814703096
0.23401893726548906,53.2044211882299
0.539787965780036,53.7785183933927
0.8529732551248514,54.34954368273752
1.1364589372654876,54.93287095218345
1.4337637306991908,55.510474158311865
1.746949020043978,56.08149944765667
2.038898937265486,56.661320716136984
2.361198937265492,57.228570568711305
2.6409247849631328,57.8134552125758
2.954110074307927,58.384480501920606
3.2636389372654904,58.95702033266484
3.580480652997558,59.52653108061024
3.848085839227082,60.11643626683977
4.166078937265482,60.68547009661839
4.474456417916699,61.25848684552936
4.746218937265482,61.84667000799759
5.068518937265495,62.41391986057192
5.368432182835846,62.990442610448525
5.681617472180662,63.56146789979334
5.970958937265493,64.14236962452544
6.293258937265492,64.70961947709978
6.575593237099795,65.29342366471246
6.873398937265492,65.870819388479
7.156383712674113,66.4543541402868
7.469569002018929,67.0253794296316
7.782754291363744,67.59640471897642
8.098138937265489,68.16651900500686
8.484898937265484,68.70706865135064
8.859050468744044,69.25284089635672
9.217815861204159,69.80498628881682
9.580718937265488,70.3554177966125
9.980926749239643,70.89039717685233
10.385272244815056,71.42366267242772
10.78961774039044,71.9569281680031
11.193963235965839,72.49019366357851
11.643888834656536,73.00457926226919
12.139394536462518,73.50008496407517
12.634900238268472,73.99559066588115
13.13040594007444,74.49109636768713
13.625911641880435,74.9866020694931
13.984677034340535,75.53874746195321
14.252282220570066,76.12865264818274
14.350758937265482,76.78861314027662
14.415218937265493,77.46266381777319
14.350758937265482,78.13671449526974
14.286298937265485,78.8107651727663
14.157378937265491,79.4581156440323
14.020866908235519,80.10232139390813
13.835078937265493,80.7261163803337
13.667976948237651,81.35765135390601
13.512778937265495,81.99411711663515
13.383858937265487,82.64146758790113
13.190478937265482,83.26211785293657
13.061558937265488,83.90946832420258
12.876912254473552,84.5337360476701
12.73925893726549,85.17746906050402
12.569602397590984,85.80794590455267
12.416958937265491,86.44546979680544
12.262292540708387,87.08215576143526
12.094658937265493,87.71347053310689
11.954982683825818,88.35636561831782
11.772358937265494,88.9814712694083
11.643438937265486,89.6288217406743
11.450058937265496,90.24947200570975
11.321138937265488,90.89682247697574
11.127758937265483,91.51747274201117
10.99883893726549,92.16482321327716
10.869918937265496,92.81217368454317
10.81690346252607,93.49096483961758
10.833719082657964,94.17526951027064
10.934378937265492,94.8343257170328
11.04986873330995,95.48723916092263
11.321138937265488,96.0756262471037
11.72181941511488,96.61040984272755
12.171745013805534,97.12479544141821
12.66725071561153,97.6203011432242
13.204673786174425,98.01460936487817
13.77154150053174,98.33783192814441
14.36144668676127,98.60543711437394
14.959823756358517,98.85258936487817
15.607174227624512,98.98150936487816
16.281224905121064,99.04596936487816
16.92874629741111,99.04638200473252
17.602626053883625,98.98150936487816
18.24997652514959,98.85258936487817
18.84950103117734,98.6082072709663
19.437876642759377,98.33690936487817
20.005126495333712,98.01460936487817
20.562576899211777,97.66865140293189
21.112925994251796,97.30554936487816
21.647987787247274,96.90554051489639
22.19402528693935,96.53202936487817
22.733398675282785,96.14242962686087
23.24778427397345,95.6925040281702
23.781049769548844,95.2881585325948
24.295435368239538,94.83823293390411
24.79094107004552,94.34272723209814
25.2864467718515,93.84722153029216
25.781952473657455,93.35171582848618
26.277458175463437,92.85621012668021
26.772963877269433,92.36070442487423
27.222889475960116,91.84631882618353
27.672815074650785,91.33193322749287
28.122740673341482,90.81754762880217
28.57266627203218,90.30316203011148
29.022591870722863,89.78877643142079
29.47251746941356,89.27439083273009
29.92244306810423,88.76000523403943
30.372368666794912,88.24561963534873
30.852518937265486,87.74375350562755
31.317799967291577,87.23572833485207
31.767725565982275,86.72134273616138
32.217651164672944,86.2069571374707
32.667576763363655,85.69257153878002
33.11750236205431,85.17818594008932
33.613008063860306,84.68268023828334
34.062933662550975,84.16829463959267
34.51285926124167,83.65390904090198
34.87162465370177,83.10176364844187
35.042418937265495,82.47175807334261
35.042418937265495,81.7710071896155
34.91177879640885,81.12436922402154
34.55301340394875,80.57222383156143
34.103087805258056,80.05783823287074
33.65316220656736,79.54345263418004
33.38555702033784,78.95354744795051
33.301998937265495,78.28740745547789
33.36645893726549,77.61335677798134
33.559838937265496,76.99270651294589
33.68875893726549,76.34535604167989
33.872765238611336,75.72082306353231
34.01105893726549,75.07735530537848
34.1399789372655,74.43000483411247
34.33335893726549,73.80935456907703
34.462278937265495,73.16200409781102
34.61824982926012,72.52585847288351
34.78457893726549,71.8940033615096
34.92555968614272,71.25164861600094
35.10687893726549,70.62600262520816
35.235798937265486,69.97865215394216
35.42917893726549,69.35800188890674
35.558098937265484,68.71065141764075
35.71662437990682,68.07556392223684
35.8803989372655,67.4426506813393
36.02393423678939,66.80135406535426
36.202698937265495,66.17464994503788
36.396078937265486,65.55399968000243
36.65391893726549,64.96004962119756
37.003194775476885,64.40397352666676
37.45312037416757,63.88958792797608
37.950907207516295,63.39958936487817
38.500771468433655,63.03531683371
39.10955655154788,62.813291750595766
39.73275738393096,62.62606936487816
40.40680806142748,62.561609364878166
41.05415853269349,62.43268936487816
41.728209210190045,62.36822936487816
42.4022598876866,62.303769364878164
43.06434540038856,62.21042290175508
43.72366103644913,62.11038936487816
44.39771171394568,62.04592936487816
45.04506218521169,61.91700936487817
45.71911286270824,61.85254936487816
46.35370947546092,61.692838826682745
46.98137445545984,61.5163938466838
47.58106365781455,61.27240936487816
48.142304931034204,60.935603371109465
48.63781063284017,60.4400976693035
49.042156128415556,59.90683217372809
49.35253893726549,59.33464605895402
49.5459189372655,58.713995793918585
49.610378937265494,58.03994511642202
49.67483893726549,57.365894438925494
49.67483893726549,56.665143555198384
49.610378937265494,55.991092877701774
49.48262781416054,55.34325824177321
49.41699893726549,54.669691728939355
49.288078937265496,54.02234125767342
49.15915893726549,53.37499078640748
49.09469893726549,52.70094010891094
48.9657789372655,52.053589637645004
48.83685893726549,51.406239166379066
48.77239893726549,50.73218848888253
48.643478937265485,50.08483801761659
48.51455893726549,49.43748754635071
48.44745966401618,48.764530091628856
48.321178937265486,48.116086397588234
48.19225893726549,47.468735926322296
48.10044513648063,46.806015564093315
47.99887893726549,46.147334777559834
47.869958937265494,45.49998430629388
47.8054989372655,44.82593362879736
47.741038937265486,44.151882951300834
47.67657893726549,43.47783227380437
47.718841277544996,42.794587024598655
47.80412605131332,42.12916225083033
47.869958937265494,41.45568024131478
48.063338937265485,40.83502997627943
48.25671893726549,40.21437971124408
48.50990597130884,39.6185023308348
48.777511157538285,39.02859714460536
49.09469893726549,38.45922974106034
49.44946183934297,37.90542646280069
49.803758937265485,37.35143024214261
50.16699262426293,36.80113567788072
50.51281893726549,36.24363074322483
50.838943306067634,35.677964996076
51.197708698527634,35.12581960361601
51.544178937265485,34.56858139173285
51.86965938033235,34.002648921811314
52.22842477279232,33.45050352935131
52.58719016525234,32.89835813689132
52.94595555771228,32.34621274443137
53.30472095017227,31.794067351971382
53.66348634263227,31.24192195951139
53.976671631976984,30.67089667016668
54.251498937265495,30.08398298360058
54.5093389372655,29.490032924795816
54.64274688131947,28.844541420824203
54.767178937265484,28.195331982263927
54.767178937265484,27.494581098536816
54.72691687813713,26.810507305749805
54.63825893726549,26.146479743543818
54.5093389372655,25.49912927227788
54.31595893726549,24.87847900724252
54.05811893726549,24.28452894843775
53.73581893726549,23.717279095863564
53.349186276336894,23.176676703949564
52.94484078076164,22.643411208374292
52.4949151820711,22.129025609683747
52.04498958338057,21.614640010993245
51.54948388157476,21.11913430918742
51.09955828288422,20.60474871049689
50.60405258107838,20.10924300869105
50.15412698238782,19.594857410000504
49.65862128058201,19.099351708194693
49.20869568189147,18.58496610950414
48.713189980085644,18.089460407698315
48.2632643813951,17.57507480900777
47.76775867958928,17.079569107201944
47.289818937265494,16.576787346742616
46.82232737909294,16.069677806705617
46.32682167728713,15.574172104899791
45.87689607859659,15.059786506209246
45.38139037679075,14.56428080440342
44.93146477810021,14.049895205712875
44.435959076294395,13.55438950390705
43.986033477603826,13.040003905216519
43.490527775798014,12.544498203410694
43.040602177107516,12.030112604720184
42.545096475301676,11.534606902914344
42.09517087661115,11.020221304223814
41.599665174805324,10.524715602417988
41.1041594729995,10.029209900612166
40.65423387430894,9.514824301921617
40.15872817250312,9.019318600115792
39.70880257381258,8.504933001425247
39.213296872006765,8.009427299619436
38.76337127331627,7.495041700928919
38.26786557151043,6.999535999123093
37.81793997281987,6.485150400432559
37.322434271014046,5.989644698626719
36.872508672323505,5.475259099936174
36.396078937265486,4.971851873988037
35.92707737182714,4.465367799439814
35.4771517731366,3.9509822007492694
34.98164607133077,3.455476498943444
34.531720472640245,2.9410909002528953
34.03621477083445,2.445585198447116
33.58628917214389,1.9311995997565674
33.09078347033807,1.4356938979507419
32.640857871647526,0.9213082992602111
32.145352169841715,0.4258025974543713
31.64984646803589,-0.06970310435145421
31.19992086934532,-0.5840887030419992
30.64777547688533,-0.9428540955019784
30.02241831244504,-1.1248706351218374
29.401768047409746,-1.1893306351218378
28.745900640004024,-1.0809723378603664
28.15599545377458,-0.8133671516309313
27.622729958199315,-0.40902165605564633
27.17280435950876,0.10536394263490223
26.677298657702934,0.60086964444071
26.227373059012393,1.1152552431312586
25.823027563437122,1.6485207387065266
25.373101964746567,2.162906337397075
24.923176366056055,2.6772919360875918
24.473250767365528,3.191677534778126
24.023325168674987,3.706063133468671
23.57339956998443,4.22044873215922
23.12347397129389,4.734834330849765
22.673548372603335,5.249219929540313
22.223622773912794,5.763605528230862
21.773697175222253,6.277991126921407
21.323771576531698,6.792376725611955
20.828265874725886,7.287882427417767
20.33276017292009,7.78338812922356
19.81837457422955,8.233313727914108
19.285109078654273,8.637659223489376
18.77072347996372,9.08758482217991
18.23745798438847,9.49193031775518
17.723072385697932,9.941855916445725
17.20868678700738,10.391781515136277
16.694301188316828,10.841707113826818
16.161035692741564,11.246052609402089
15.590010403396889,11.559237898746776
14.948670778212488,11.702669364878165
14.29692064962967,11.820967652513975
13.627269629450026,11.767129364878162
12.953218951953502,11.702669364878165
12.332568686918137,11.50928936487816
11.729621038979971,11.273171466592647
11.17747564651998,10.914406074132675
10.681969944714155,10.418900372326835
10.32320455225421,9.866754979866883
10.146759572255334,9.23908999986799
10.031938937265494,8.585899380393997
10.09639893726549,7.911848702897469
10.218552726695904,7.261695575447739
10.483158937265486,6.670548172826756
10.79934320227008,6.100765099873591
11.294848904075891,5.605259398067766
11.790354605881731,5.109753696261926
12.31165809599949,4.676529364878164
12.852207742343097,4.289769364878161
13.371271195722755,3.851137106420886
13.904536691298034,3.446791610845615
14.418922289988572,2.996866012155081
14.952187785563837,2.592520516579814
15.466573384254389,2.14259491788928
15.988704795482363,1.7113693648781627
16.514224478520205,1.2883238236234504
17.028610077210743,0.8383982249329023
17.56187557278598,0.4340527293576777
18.095141068361244,0.029707233782406917
18.609526667051796,-0.4202183649081377
19.14279216262706,-0.8245638604833943
19.657177761317612,-1.2744894591739708
20.179600935078184,-1.7050106351218375
20.70482885558343,-2.128760553439772
21.200334557389226,-2.6242662552455833
21.650260156079796,-3.1386518539361425
21.96344544542447,-3.7096771432808
22.214878937265496,-4.306280864652486
22.34379893726549,-4.953631335918427
22.472718937265483,-5.600981807184372
22.532485056074165,-6.276976753930514
22.472718937265483,-6.949083162177425
22.408258937265487,-7.623133839673953
22.240438394036545,-8.254371178350778
22.02149893726549,-8.864434369744666
21.70522802157771,-9.434181550809619
21.392042732232994,-10.005206840154333
20.942117133542467,-10.51959243884488
20.427731534851915,-10.969518037535428
19.87558614239191,-11.328283429995418
19.304560853047207,-11.641468719340132
18.695775769933036,-11.86349380245429
18.059276382049234,-12.018610635121838
17.385225704552695,-12.083070635121839
16.684474820825585,-12.083070635121839
16.01519677797505,-12.007088475831413
15.368651901091425,-11.876223598947796
14.769123613258401,-11.631850635121838
14.169961631747839,-11.386593329604189
13.598936342403121,-11.073408040259475
13.040673849305264,-10.72941063512184
12.494645557483139,-10.355877255339507
11.961380061907875,-9.951531759764208
11.445725116505045,-9.504670635121839
10.9137289676421,-9.097260665498451
10.399343368951548,-8.647335066807903
9.88495777026101,-8.197409468117357
9.363627149822449,-7.764250635121838
8.837306675995194,-7.343138373851556
8.322921077304656,-6.8932127751610075
7.789655581729377,-6.488867279585724
7.275269983038825,-6.038941680895176
6.742004487463575,-5.634596185319907
6.227618888773051,-5.184670586629405
5.694353393197787,-4.780325091054134
5.179967794507249,-4.330399492363604
4.658881570113607,-3.896650635121837
4.132316700241432,-3.476128398097771
3.61793110155088,-3.0262027994072227
3.0846656059756157,-2.6218573038319555
2.5702800072850707,-2.1719317051414215
2.037014511709806,-1.7675862095661543
1.522628913019254,-1.3176606108756062
1.0082433143287446,-0.86773501218509
0.4749778187534801,-0.4633895166098192
-0.0394077799370649,-0.013463917919285251
-0.5726732755123294,0.39088157765598197
-1.0870588742028815,0.8408071763465301
-1.6014444728934265,1.2907327750370783
-2.134709968468698,1.6950782706123597
-2.649095567159243,2.1450038693028937
