#s_m,x_m,y_m, psi_rad, kappa_radpm,vx_mps, ax_mps2,heading,ld_m
111.3921985,-2.6943475,29.4868067,1.8725524,0.0795306,5.8984191,1.4432024,1.8803639179544973,0.6
111.5921844,-2.7552706,29.6772802,1.8880345,0.0753075,5.9471496,1.5083492,1.8954247349005924,0.6
111.7921704,-2.819058,29.8668224,1.9026744,0.0711024,5.9976567,1.5743493,1.9096444807215467,0.6
111.9921564,-2.885533,30.0554353,1.9164753,0.066919,6.0499241,1.6413508,1.9230274125750124,0.6
112.1921424,-2.9545262,30.2431418,1.9294407,0.0627464,6.1039394,1.7100126,1.9355763005960638,0.6
112.3921284,-3.0258705,30.4299706,1.9415733,0.0585883,6.1597105,1.7804515,1.9472934093803311,0.6
112.5921144,-3.0993979,30.615948,1.9528749,0.0544371,6.2172473,1.8532165,1.9581799227004264,0.6
112.7921004,-3.1749459,30.8011148,1.9633471,0.0502933,6.2765754,1.9285383,1.9682384256948438,0.6
112.9920864,-3.2523532,30.9855139,1.9729915,0.0461576,6.3377252,2.0066486,1.9774692138335057,0.6
113.1920724,-3.3314588,31.1691894,1.9818091,0.042025,6.4007315,2.0880178,1.9858737439198313,0.6
113.3920584,-3.4121046,31.352192,1.9898007,0.0378977,6.4656409,2.1728269,1.993452812717681,0.6
113.5920444,-3.4941377,31.534584,1.9969675,0.0337738,6.532502,2.2614431,2.0002071834586364,0.6
113.7920304,-3.5773974,31.7164102,2.0033095,0.0296516,6.6013708,2.354242,2.006137097025231,0.6
113.9920164,-3.6617372,31.8977467,2.0088276,0.025533,6.6723105,2.4514607,2.011243633135619,0.6
114.1920024,-3.7470006,32.0786474,2.0135221,0.0214149,6.7453867,2.5535717,2.015526216666681,0.6
114.3919884,-3.8330347,32.2591745,2.0173929,0.0172975,6.8206744,2.6609275,2.0189855506962737,0.6
114.5919743,-3.9197,32.4394179,2.0204409,0.013183,6.8982531,2.7738037,2.021621731526691,0.6
114.7919603,-4.0068325,32.6194164,2.0226657,0.0090672,6.9782046,2.892815,2.0234355943519926,0.6
114.9919463,-4.0942974,32.799269,2.0240677,0.0049535,7.0606221,3.0182402,2.0244260360396282,0.6
115.1919323,-4.1819384,32.9790308,2.024647,0.0008395,7.1455998,3.1506635,2.024593805857627,0.6
115.3919183,-4.269604,33.1587665,2.0244033,-0.0032762,7.2332409,2.9478481,2.023938075675889,0.6
115.5919043,-4.3571629,33.3385826,2.0233366,-0.0073911,7.3142894,2.6548316,2.0224604235293913,0.6
115.7918903,-4.4444448,33.5185048,2.0214469,-0.0115088,7.3865207,2.3605472,2.0201590175298936,0.6
115.9918763,-4.5313205,33.6986442,2.0187334,-0.0156266,7.4501571,2.066491,2.017033791245231,0.6
116.1918623,-4.6176303,33.879049,2.0151964,-0.0197465,7.5054233,1.7738904,2.0130842308418058,0.6
116.3918483,-4.7032201,34.0597789,2.0108354,-0.023869,7.5525417,1.4840304,2.0083111100093602,0.6
116.5918343,-4.7879593,34.2409431,2.0056493,-0.0279921,7.5917361,1.1982886,2.0027132137077213,0.6
116.7918203,-4.8716704,34.4225514,1.999639,-0.0321194,7.6232367,0.9176907,1.9962893022038528,0.6
116.9918063,-4.9542218,34.6047128,1.9928024,-0.0362487,7.6472733,0.6435309,1.9890399999398223,0.6
117.1917923,-5.0354479,34.787462,1.9851398,-0.040383,7.664084,0.3767354,1.9809644629025445,0.6
117.3917783,-5.1151891,34.9708463,1.9766506,-0.0445211,7.6739082,0.118407,1.9720604564201294,0.6
117.5917643,-5.193306,35.1549609,1.9673321,-0.0486651,7.6769933,-0.1306218,1.9623278767848027,0.6
117.7917502,-5.2696164,35.3398006,1.9571854,-0.0528157,7.6735899,-0.3695149,1.9517654770069273,0.6
117.9917362,-5.3439772,35.5254534,1.9462071,-0.0569743,7.6639537,-0.5975821,1.9403709351580112,0.6
118.1917222,-5.4162158,35.7119363,1.9343961,-0.0611446,7.6483442,-0.8143372,1.9281434067974834,0.6
118.3917082,-5.4861643,35.8992764,1.9217512,-0.0653228,7.6270215,-1.0993124,1.9150793778695474,0.6
118.5916942,-5.5536668,36.0875347,1.9082675,-0.0695201,7.5981421,-1.385065,1.9011761647289804,0.6
118.7916802,-5.6185393,36.2766953,1.8939444,-0.0737285,7.5615988,-1.3682754,1.8864314874102022,0.6
118.9916662,-5.6806187,36.4668009,1.8787773,-0.0779582,7.5253242,-1.3551791,1.8708403316022488,0.6
119.1916522,-5.7397262,36.6578496,1.8627618,-0.0822113,7.4892236,-1.3422081,1.8543993348047803,0.6
119.3916382,-5.7956833,36.849839,1.8458949,-0.0864816,7.4532963,-1.3293613,1.8371040741335156,0.6
119.5916242,-5.8483128,37.0427715,1.8281686,-0.0907997,7.4175412,-1.3166374,1.8189444695390273,0.6
119.7916102,-5.8974306,37.2366293,1.8095762,-0.0951384,7.3819577,-1.3040354,1.7999187042495197,0.6
119.9915962,-5.942849,37.431376,1.7901151,-0.0995045,7.3465449,-1.2915539,1.7800188341673926,0.6
120.1915822,-5.9843848,37.6269953,1.7697763,-0.1039035,7.311302,-1.2791919,1.7592400196013556,0.6
120.3915682,-6.0218483,37.8234412,1.7485615,-0.1080683,7.2762281,-1.2669482,1.7376433216790061,0.6
120.5915542,-6.0550568,38.0206265,1.7266114,-0.1114775,7.2413225,-1.2548218,1.7153485678110676,0.6
120.7915402,-6.0838667,38.2185408,1.703971,-0.114927,7.2065844,-1.2428114,1.6924362156350194,0.6
120.9915261,-6.1081299,38.4170235,1.6809294,-0.1145609,7.1720129,-1.2309159,1.6695283180772533,0.6
121.1915121,-6.1278425,38.616032,1.6581812,-0.1129476,7.1376072,-1.2191343,1.646939121276526,0.6
121.3914981,-6.1430565,38.8154545,1.6357544,-0.1110908,7.1033666,-1.2074655,1.6247385911639947,0.6
121.5914841,-6.1538376,39.0151243,1.6138137,-0.1083646,7.0692903,-1.1959083,1.603066148357133,0.6
121.7914701,-6.1602906,39.215025,1.5924074,-0.1057005,7.0353774,-1.1844618,1.5819256934009536,0.6
121.9914561,-6.1625161,39.4149832,1.5715307,-0.103102,7.0016272,-1.1731248,1.5613064064320357,0.6
122.1914421,-6.1606183,39.6149578,1.5511675,-0.1005512,6.9680389,-1.1618964,1.5411960324025296,0.6
122.3914281,-6.1546992,39.814867,1.5313078,-0.0980551,6.9346118,-1.1507754,1.5215858871831667,0.6
122.5914141,-6.1448626,40.0145941,1.5119452,-0.0956042,6.901345,-1.1507754,1.502465490691295,0.6
122.7914001,-6.1312072,40.2141254,1.493066,-0.0931946,6.8679171,-0.9694444,1.4838265937280264,0.6
122.9913861,-6.1138373,40.4133451,1.4746664,-0.0908263,6.8396297,-0.7990042,1.4656629685928284,0.6
123.1913721,-6.092851,40.6122251,1.4567366,-0.0884894,6.8162273,-0.6419815,1.4479646596985487,0.6
123.3913581,-6.0683473,40.8107109,1.4392698,-0.0861864,6.7973657,-0.4972169,1.430728146425619,0.6
123.5913441,-6.0404286,41.0087279,1.4222631,-0.083904,6.7827212,-0.3629465,1.4139484621041256,0.6
123.7913301,-6.0091886,41.2062658,1.4057086,-0.0816496,6.7720114,-0.2385141,1.3976191514882716,0.6
123.991316,-5.9747295,41.4032544,1.389604,-0.0794125,6.7649641,-0.1225167,1.3817376174053542,0.6
124.191302,-5.9371455,41.5996756,1.3739448,-0.077193,6.7613413,-0.0141624,1.3662991593743203,0.6
124.391288,-5.8965327,41.7954978,1.3587269,-0.0749947,6.7609224,0.0871044,1.351301174147386,0.6
124.591274,-5.8529896,41.9906801,1.3439484,-0.0728059,6.7634985,0.1824883,1.3367407187124978,0.6
124.79126,-5.8066073,42.185216,1.3296053,-0.0706352,6.7688922,0.2721685,1.3226143434417181,0.6
124.991246,-5.757483,42.3790719,1.3156954,-0.0684746,6.7769286,0.3570595,1.308920308601649,0.6
125.191232,-5.7057083,42.5722385,1.3022167,-0.0663245,6.7874572,0.4376201,1.2956556920465698,0.6
125.391218,-5.6513754,42.7647033,1.2891663,-0.0641875,6.800339,0.5141655,1.2828191701098102,0.6
125.591204,-5.5945773,42.956452,1.2765431,-0.062055,6.815443,0.5875035,1.270409154995503,0.6
125.79119,-5.5354035,43.1474828,1.2643453,-0.0599334,6.8326604,0.6576802,1.2584230483990257,0.6
125.991176,-5.4739443,43.3377906,1.252571,-0.0578169,6.851883,0.7253127,1.2468600002925359,0.6
126.191162,-5.4102889,43.5273745,1.2412196,-0.055706,6.8730202,0.7906787,1.2357198149782551,0.6
126.391148,-5.3445255,43.7162375,1.2302896,-0.0536025,6.8959884,0.8539675,1.2249998441386498,0.6
126.591134,-5.2767408,43.9043861,1.21978,-0.0515003,6.9207094,0.9157323,1.214700035168807,0.6
126.79112,-5.2070229,44.0918237,1.2096905,-0.0494042,6.9471207,0.9759786,1.2048202659896372,0.6
126.991106,-5.1354552,44.278567,1.2000196,-0.0473101,6.9751595,1.0351268,1.1953585256863453,0.6
127.1910919,-5.0621246,44.4646228,1.1907675,-0.0452183,7.0047749,1.0933632,1.1863158328175865,0.6
127.3910779,-4.9871151,44.6500066,1.1819333,-0.0431303,7.0359211,1.1508182,1.1776899209968539,0.6
127.5910639,-4.9105076,44.8347406,1.1735166,-0.0410418,7.0685558,1.2078738,1.169482701254371,0.6
127.7910499,-4.8323889,45.0188341,1.1655175,-0.0389562,7.1026472,1.2645422,1.161691518009281,0.6
127.9910359,-4.7528358,45.2023191,1.1579352,-0.0368707,7.1381635,1.3211237,1.1543178100892582,0.6
128.1910219,-4.6719332,45.3852096,1.1507701,-0.0347857,7.1750812,1.3777542,1.147361344580439,0.6
128.3910079,-4.5897611,45.5675311,1.1440218,-0.032702,7.2133802,1.4345412,1.1408213152554367,0.6
128.5909939,-4.5063959,45.7493167,1.1376903,-0.0306173,7.2530428,1.4917537,1.134698396400241,0.6
128.7909799,-4.4219225,45.9305814,1.1317757,-0.0285334,7.2940585,1.5494298,1.1289917508899667,0.6
128.9909659,-4.3364128,46.111368,1.1262778,-0.0264484,7.3364173,1.607818,1.123702712627213,0.6
129.1909519,-4.2499497,46.2916965,1.121197,-0.0243628,7.3801152,1.6670157,1.1188305161117233,0.6
129.3909379,-4.1626101,46.4715994,1.1165334,-0.0222774,7.4251505,1.7271159,1.1143754454578652,0.6
129.5909239,-4.0744669,46.6511175,1.1122867,-0.0201913,7.4715231,1.7883042,1.1103372063859296,0.6
129.7909099,-3.9856033,46.8302705,1.1084574,-0.0181051,7.5192373,1.8506743,1.106716687272924,0.6
129.9908959,-3.8960879,47.0091081,1.1050456,-0.0160134,7.5682989,1.9146707,1.1035143917225816,0.6
130.1908819,-3.8060021,47.1876545,1.1020525,-0.0139197,7.6187245,1.9802199,1.100730154773058,0.6
130.3908678,-3.7154209,47.3659467,1.0994751,-0.0119388,7.6705277,2.0407037,1.0983375731989788,0.6
130.5908538,-3.6244104,47.5440275,1.0972563,-0.01025,7.7235496,2.0854734,1.0962878348827922,0.6
130.7908398,-3.5330384,47.7219149,1.0953754,-0.0085605,7.7773614,2.1320554,1.0945548902844844,0.6
130.9908258,-3.4413562,47.8996477,1.0937519,-0.007901,7.8319929,2.1172864,1.0929738907353186,0.6
131.1908118,-3.3493936,48.0772344,1.0922089,-0.00753,7.8858714,2.0862693,1.0914684225839304,0.6
131.3907978,-3.2571643,48.2546814,1.0907376,-0.0072509,7.938603,2.0510499,1.0900139023858375,0.6
131.5907838,-3.1646763,48.4319954,1.0892921,-0.0072047,7.9901051,0.395579,1.0885731405236483,0.6
131.7907698,-3.0719327,48.6091764,1.0878559,-0.0071584,8.0,0.0,1.0871407325539115,0.6
131.9907558,-2.9789357,48.7862238,1.0864249,-0.007163,8.0,0.0,1.0857081809984244,0.6
132.1907418,-2.8856849,48.9631383,1.0849906,-0.0071815,8.0,0.0,1.0842719765921442,0.6
132.3907278,-2.79218,49.1399189,1.0835525,-0.0072009,8.0,0.0,1.0828316131912163,0.6
132.5907138,-2.6984208,49.3165642,1.0821103,-0.0072227,8.0,0.0,1.0813874799110115,0.6
132.7906998,-2.6044065,49.4930741,1.0806636,-0.0072445,8.0,0.0,1.0799385549236613,0.6
132.9906858,-2.5101366,49.6694475,1.0792128,-0.0072646,8.0,0.0,1.0784857737218871,0.6
133.1906718,-2.4156106,49.8456837,1.077758,-0.0072842,8.0,0.0,1.077029167800702,0.6
133.3906577,-2.3208279,50.0217822,1.0762993,-0.0073041,8.0,0.0,1.0755681940601642,0.6
133.5906437,-2.2257881,50.1977419,1.0748365,-0.0073246,8.0,0.0,1.074103153829329,0.6
133.7906297,-2.1304906,50.3735622,1.0733697,-0.0073451,8.0,0.0,1.072635126939456,0.6
133.9906157,-2.0349351,50.5492424,1.0719,-0.0073497,8.0,0.0,1.0711650273690307,0.6
134.1906017,-1.9391214,50.724782,1.0704301,-0.0073501,8.0,0.0,1.0696950466888437,0.6
134.3905877,-1.8430498,50.9001805,1.0689603,-0.0073442,8.0,0.0,1.0682267773843732,0.6
134.5905737,-1.7467208,51.0754377,1.0674937,-0.007323,8.0,0.0,1.066762254677185,0.6
134.7905597,-1.6501352,51.2505537,1.0660313,-0.0073019,8.0,0.0,1.0653021111521217,0.6
134.9905457,-1.553294,51.4255285,1.0645735,-0.0072765,8.0,0.0,1.0638465852150152,0.6
135.1905317,-1.4561982,51.6003622,1.063121,-0.00725,8.0,0.0,1.0623969847308081,0.6
135.3905177,-1.3588491,51.7750549,1.0616737,-0.0072226,8.0,0.0,1.0609524827073264,0.6
135.5905037,-1.2612477,51.9496069,1.0602323,-0.0071928,8.0,0.0,1.0595140906388945,0.6
135.7904897,-1.1633954,52.1240182,1.0587968,-0.0071631,8.0,0.0,1.0580814736715103,0.6
135.9904757,-1.0652933,52.2982892,1.0573674,-0.007132,8.0,0.0,1.056655447934062,0.6
136.1904617,-0.9669428,52.4724201,1.0559442,-0.0071006,8.0,0.0,1.055235138168727,0.6
136.3904477,-0.8683451,52.6464111,1.0545273,-0.0070689,8.0,0.0,1.0538217173497124,0.6
136.5904336,-0.7695015,52.8202627,1.0531169,-0.0070366,8.0,0.0,1.0524141345349032,0.6
136.7904196,-0.6704134,52.9939748,1.0517129,-0.0070043,8.0,0.0,1.0510137461434568,0.6
136.9904056,-0.571082,53.1675482,1.0503154,-0.0069713,8.0,0.0,1.0496196199605454,0.6
137.1903916,-0.4715088,53.3409828,1.0489245,-0.0069382,8.0,0.0,1.0482316919508023,0.6
137.3903776,-0.371695,53.514279,1.0475403,-0.0069047,8.0,0.0,1.0468508955213336,0.6
137.5903636,-0.2716419,53.6874374,1.0461629,-0.0068707,8.0,0.0,1.0454772083381894,0.6
137.7903496,-0.1713512,53.8604579,1.0447923,-0.0068366,8.0,0.0,1.0441099230230186,0.6
137.9903356,-0.0708238,54.0333415,1.0434285,-0.0068018,8.0,0.0,1.0427496652156287,0.6
138.1903216,0.0299385,54.2060879,1.0420717,-0.0067668,8.0,0.0,1.0413960994281655,0.6
138.3903076,0.1309345,54.3786977,1.040722,-0.0067315,8.0,0.0,1.0400504194184357,0.6
138.5902936,0.2321629,54.5511718,1.0393794,-0.0066955,8.0,0.0,1.03871098170217,0.6
138.7902796,0.3336219,54.7235096,1.038044,-0.0066595,8.0,0.0,1.0373790504231952,0.6
138.9902656,0.4353107,54.8957127,1.0367158,-0.0066228,8.0,0.0,1.0360551460988303,0.6
139.1902516,0.5372272,55.0677807,1.0353951,-0.0065858,8.0,0.0,1.03473750032835,0.6
139.3902376,0.6393703,55.2397142,1.0340817,-0.0065485,8.0,0.0,1.0334284293038478,0.6
139.5902236,0.7417386,55.4115142,1.0327759,-0.0065105,8.0,0.0,1.0321262386859844,0.6
139.7902095,0.8443302,55.5831802,1.0314777,-0.0064725,8.0,0.0,1.0308318432889068,0.6
139.9901955,0.9471443,55.7547139,1.0301872,-0.0064335,8.0,0.0,1.0295449137064951,0.6
140.1901815,1.0501788,55.9261147,1.0289045,-0.0063944,8.0,0.0,1.0282665565682183,0.6
140.3901675,1.1534323,56.0973836,1.0276296,-0.0063549,8.0,0.0,1.0269954949308848,0.6
140.5901535,1.2569037,56.2685216,1.0263627,-0.0063146,8.0,0.0,1.0257327211702971,0.6
140.7901395,1.3605907,56.4395281,1.0251039,-0.0062744,8.0,0.0,1.0244781256587463,0.6
140.9901255,1.4644926,56.6104051,1.0238533,-0.0062331,8.0,0.0,1.0232313730923182,0.6
141.1901115,1.5686072,56.781152,1.0226109,-0.0061916,8.0,0.0,1.0219931972169944,0.6
141.3900975,1.6729331,56.9517698,1.0213768,-0.0061496,8.0,0.0,1.0207630129487868,0.6
141.5900835,1.7774691,57.1222596,1.0201513,-0.0061068,8.0,0.0,1.0195421768734538,0.6
141.7900695,1.8822127,57.2926209,1.0189343,-0.006064,8.0,0.0,1.0183293964328977,0.6
141.9900555,1.9871633,57.4628558,1.0177259,-0.0060201,8.0,0.0,1.0171253593681113,0.6
142.1900415,2.0923186,57.6329639,1.0165264,-0.005976,8.0,0.0,1.0159306523573817,0.6
142.3900275,2.1976769,57.802946,1.0153357,-0.0059313,8.0,0.0,1.0147438857106827,0.6
142.5900135,2.3032372,57.9728035,1.0141541,-0.0058858,8.0,0.0,1.0135672648190452,0.6
142.7899995,2.4089968,58.1425359,1.0129816,-0.0058402,8.0,0.0,1.0123988486762008,0.6
142.9899854,2.5149552,58.3121455,1.0118183,-0.0057934,8.0,0.0,1.0112407194220616,0.6
143.1899714,2.6211096,58.4816317,1.0106644,-0.0057463,8.0,0.0,1.0100915458615638,0.6
143.3899574,2.7274587,58.6509958,1.0095199,-0.0056987,8.0,0.0,1.0089514948824356,0.6
143.5899434,2.8340011,58.820239,1.0083851,-0.0056501,8.0,0.0,1.0078218013135243,0.6
143.7899294,2.9407341,58.9893609,1.0072601,-0.0056015,8.0,0.0,1.0067018518281252,0.6
143.9899154,3.0476571,59.1583642,1.0061448,-0.0055515,8.0,0.0,1.005591330666149,0.6
144.1899014,3.1547673,59.327248,1.0050396,-0.0055013,8.0,0.0,1.0044911560639405,0.6
144.3898874,3.2620632,59.4960138,1.0039445,-0.0054505,8.0,0.0,1.0034013383236609,0.6
144.5898734,3.3695433,59.6646631,1.0028597,-0.0053986,8.0,0.0,1.0023215603002795,0.6
144.7898594,3.4772049,59.8331954,1.0017852,-0.0053467,8.0,0.0,1.0012526915789648,0.6
144.9898454,3.5850472,60.0016135,1.0007212,-0.0052934,8.0,0.0,1.0001933077721084,0.6
145.1898314,3.6930675,60.1699167,0.999668,-0.0052399,8.0,0.0,0.9991459662358256,0.6
145.3898174,3.8012639,60.3381065,0.9986254,-0.0051858,8.0,0.0,0.9981089643704786,0.6
145.5898034,3.9096351,60.5061847,0.9975939,-0.0051305,8.0,0.0,0.9970826715305462,0.6
145.7897894,4.0181781,60.6741506,0.9965734,-0.0050753,8.0,0.0,0.9960677321499659,0.6
145.9897753,4.1268922,60.8420073,0.995564,-0.0050187,8.0,0.0,0.9950637557376152,0.6
146.1897613,4.2357744,61.0097542,0.994566,-0.0049618,8.0,0.0,0.9940721000793609,0.6
146.3897473,4.3448228,61.1773929,0.9935795,-0.0049043,8.0,0.0,0.9930912234152548,0.6
146.5897333,4.454036,61.3449252,0.9926045,-0.0048458,8.0,0.0,0.9921216916167188,0.6
146.7897193,4.5634109,61.5123505,0.9916413,-0.0047873,8.0,0.0,0.9911648075601536,0.6
146.9897053,4.6729467,61.6796722,0.9906899,-0.0047275,8.0,0.0,0.9902189785150458,0.6
147.1896913,4.7826403,61.8468896,0.9897504,-0.0046675,8.0,0.0,0.9892860263179388,0.6
147.3896773,4.8924898,62.0140045,0.988823,-0.004607,8.0,0.0,0.9883640136590758,0.6
147.5896633,5.0024937,62.1810186,0.9879078,-0.0045456,8.0,0.0,0.9874556466136212,0.6
147.7896493,5.1126486,62.3479317,0.9870049,-0.0044842,8.0,0.0,0.9865584563753999,0.6
147.9896353,5.222954,62.5147471,0.9861144,-0.0044217,8.0,0.0,0.9856744885437764,0.6
148.1896213,5.3334064,62.6814643,0.9852364,-0.004359,8.0,0.0,0.9848022982255121,0.6
148.3896073,5.4440041,62.848085,0.9843709,-0.0042969,8.0,0.0,0.9839435564300648,0.6
148.5895933,5.5547452,63.0146112,0.9835177,-0.0042358,8.0,0.0,0.9830961959001091,0.6
148.7895793,5.6656267,63.1810425,0.9826767,-0.0041748,8.0,0.0,0.9822611753246764,0.6
148.9895653,5.7766479,63.3473823,0.9818475,-0.0041178,8.0,0.0,0.9814373851291234,0.6
149.1895512,5.8878057,63.51363,0.9810296,-0.0040615,8.0,0.0,0.9806257984726693,0.6
149.3895372,5.9990983,63.6797873,0.980223,-0.0040068,8.0,0.0,0.9798236514920046,0.6
149.5895232,6.1105245,63.8458558,0.9794268,-0.0039551,8.0,0.0,0.9790332663557476,0.6
149.7895092,6.2220814,64.0118354,0.978641,-0.0039034,8.0,0.0,0.9782526237647782,0.6
149.9894952,6.3337684,64.1777287,0.9778652,-0.0038556,8.0,0.0,0.977481235519676,0.6
150.1894812,6.445583,64.3435353,0.9770989,-0.0038083,8.0,0.0,0.9767198425833852,0.6
150.3894672,6.5575238,64.5092567,0.976342,-0.0037627,8.0,0.0,0.9759667821881752,0.6
150.5894532,6.6695896,64.6748941,0.9755938,-0.0037197,8.0,0.0,0.9752235265128815,0.6
150.7894392,6.7817781,64.8404476,0.9748542,-0.0036768,8.0,0.0,0.9744876704294149,0.6
150.9894252,6.8940888,65.0059191,0.9741228,-0.0036375,8.0,0.0,0.9737605041950032,0.6
151.1894112,7.0065196,65.1713086,0.9733993,-0.0035986,8.0,0.0,0.9730406965897967,0.6
151.3893972,7.1190694,65.3366171,0.9726834,-0.0035613,8.0,0.0,0.9723286637388431,0.6
151.5893832,7.231737,65.5018456,0.9719747,-0.0035263,8.0,0.0,0.9716231087448635,0.6
151.7893692,7.3445209,65.6669942,0.971273,-0.0034912,8.0,0.0,0.9709250871850049,0.6
151.9893552,7.4574203,65.8320644,0.9705781,-0.0034593,8.0,0.0,0.9702334097127618,0.6
152.1893412,7.5704338,65.9970564,0.9698894,-0.0034277,8.0,0.0,0.9695476820412794,0.6
152.3893271,7.6835603,66.1619707,0.969207,-0.0033974,8.0,0.0,0.9688684940569425,0.6
152.5893131,7.7967989,66.3268083,0.9685304,-0.003369,8.0,0.0,0.9681944061913491,0.6
152.7892991,7.9101485,66.4915694,0.9678595,-0.0033405,8.0,0.0,0.9675262930288013,0.6
152.9892851,8.0236082,66.6562548,0.9671941,-0.0033146,8.0,0.0,0.9668633047630709,0.6
153.1892711,8.1371771,66.820865,0.9665338,-0.003289,8.0,0.0,0.9662062637773373,0.6
153.3892571,8.2508541,66.9854005,0.9658785,-0.0032643,8.0,0.0,0.9655525434818396,0.6
153.5892431,8.3646386,67.1498616,0.9652281,-0.003241,8.0,0.0,0.9649048004302624,0.6
153.7892291,8.4785297,67.3142491,0.9645822,-0.0032177,8.0,0.0,0.9642614521878475,0.6
153.9892151,8.5925264,67.4785631,0.9639409,-0.0031965,8.0,0.0,0.9636217423995354,0.6
154.1892011,8.7066283,67.6428043,0.9633037,-0.0031756,8.0,0.0,0.962986995557523,0.6
154.3891871,8.8208344,67.806973,0.9626707,-0.0031552,8.0,0.0,0.9623559781884646,0.6
154.5891731,8.935144,67.9710695,0.9620417,-0.0031356,8.0,0.0,0.9617288893453962,0.6
154.7891591,9.0495567,68.1350946,0.9614165,-0.0031161,8.0,0.0,0.9611052908000285,0.6
154.9891451,9.1640713,68.2990478,0.9607951,-0.0030995,8.0,0.0,0.9604858238742331,0.6
155.1891311,9.2786877,68.4629304,0.9601768,-0.0030832,8.0,0.0,0.9598692270793309,0.6
155.389117,9.3934052,68.6267424,0.9595619,-0.0030669,8.0,0.0,0.9592554971664622,0.6
155.589103,9.5082231,68.7904838,0.9589502,-0.0030507,8.0,0.0,0.9586458237812961,0.6
155.789089,9.6231409,68.9541553,0.9583417,-0.0030345,8.0,0.0,0.9580496060957748,0.6
155.989075,9.7381551,69.1177566,0.9577718,-0.0026341,8.0,0.0,0.9575229429879878,0.6
156.189061,9.8532565,69.2812988,0.9572884,-0.0022009,8.0,0.0,0.9570870462676546,0.6
156.389047,9.9684279,69.444789,0.956922,-0.0010512,8.0,0.0,0.9568877676693093,0.6
156.589033,10.083631,69.608255,0.9569237,0.0010689,8.0,0.0,0.9571013964011088,0.6
156.789019,10.1988053,69.7717543,0.9573495,0.0031884,8.0,0.0,0.9577539662799512,0.6
156.989005,10.313864,69.9353161,0.9582478,0.0058337,8.0,0.0,0.9589206262514349,0.6
157.188991,10.4287381,70.099021,0.959683,0.0085194,8.0,0.0,0.9606244831157812,0.6
157.388977,10.5433329,70.2629211,0.9616564,0.0112301,8.0,0.0,0.9628708272019384,0.6
157.588963,10.6575561,70.4270737,0.9641766,0.0139745,8.0,0.0,0.9656652708496389,0.6
157.788949,10.7713264,70.5915539,0.9672458,0.0167183,8.0,0.0,0.969008709378241,0.6
157.988935,10.8845384,70.7564023,0.9708629,0.0194555,8.0,0.0,0.9728997351144797,0.6
158.188921,10.9971125,70.9216964,0.9750274,0.0221922,8.0,0.0,0.97733787381362,0.6
158.388907,11.1089517,71.0874882,0.9797391,0.0249265,8.0,0.0,0.9823226053625052,0.6
158.5888929,11.219961,71.2538323,0.9849972,0.0276588,8.0,0.0,0.9878540897422229,0.6
158.7888789,11.3300525,71.420794,0.990802,0.0303916,8.0,0.0,0.9939317893027436,0.6
158.9888649,11.4391226,71.5884146,0.9971525,0.0331193,8.0,0.0,1.0005549752775773,0.6
159.1888509,11.5470825,71.7567576,1.0040489,0.0358487,8.0,0.0,1.007724894654657,0.6
159.3888369,11.6538328,71.9258706,1.0114911,0.0385762,8.0,0.0,1.0154394231712922,0.6
159.5888229,11.7592742,72.0958003,1.0194783,0.041303,8.0,0.0,1.0236990444182124,0.6
159.7888089,11.8633095,72.2665968,1.0280114,0.0440329,8.0,0.0,1.0325051873567503,0.6
159.9887949,11.9658363,72.4383021,1.0370899,0.0467587,8.0,0.0,1.0418566679489445,0.6
160.1887809,12.0667525,72.6109579,1.046714,0.0494904,8.0,0.0,1.0517538505584554,0.6
160.3887669,12.1659556,72.7846051,1.0568847,0.0522213,8.0,0.0,1.0621973307871808,0.6
160.5887529,12.2633401,72.9592793,1.0676015,0.054954,8.0,0.0,1.0731879209224173,0.6
160.7887389,12.3587963,73.1350083,1.0788652,0.0576948,8.0,0.0,1.0847257081471449,0.6
160.9887249,12.4522233,73.3118357,1.0906773,0.0604325,8.0,0.0,1.0968116662102878,0.6
161.1887109,12.5435027,73.4897721,1.1030377,0.0631825,8.0,0.0,1.1094475617488606,0.6
161.3886969,12.6325276,73.6688499,1.1159489,0.0659369,8.0,0.0,1.1226342357056665,0.6
161.5886829,12.7191851,73.8490896,1.1294118,0.0687011,8.0,0.0,1.1363738385120739,0.6
161.7886688,12.8033514,74.0304885,1.1434281,0.0714813,8.0,0.0,1.1506688664334699,0.6
161.9886548,12.8849261,74.2130944,1.1580026,0.0742672,8.0,0.0,1.165522138581974,0.6
162.1886408,12.9637725,74.3968752,1.1731352,0.0770756,8.0,0.0,1.180936643533344,0.6
162.3886268,13.0397784,74.5818535,1.1888317,0.0799022,8.0,0.0,1.1969163195087735,0.6
162.5886128,13.1128217,74.76803,1.2050966,0.082757,8.0,0.0,1.2134668047562112,0.6
162.7885988,13.1827641,74.9553638,1.2219331,0.085639,8.0,0.0,1.2305936187178117,0.6
162.9885848,13.249502,75.1439076,1.2393509,0.0885373,8.0,0.0,1.248301602317032,0.6
163.1885708,13.3128814,75.3335752,1.2573495,0.0914732,8.0,0.0,1.2665948222600536,0.6
163.3885568,13.3727827,75.5243766,1.2759392,0.0944437,8.0,0.0,1.2854839233465982,0.6
163.5885428,13.4290729,75.7162871,1.2951289,0.0974627,8.0,0.0,1.3049746179108206,0.6
