# x, y, psi, w_tr_right, w_tr_left
-37.384,15.687,3.043,1.043,1.043
-37.616,15.687,3.018,1.058,1.058
-37.848,15.745,3.010,1.043,1.043
-38.080,15.745,3.065,1.069,1.069
-38.312,15.803,2.854,1.069,1.069
-38.544,15.861,2.901,1.083,1.083
-38.775,15.919,2.921,1.100,1.100
-39.007,15.977,2.793,1.089,1.089
-39.239,16.093,2.649,1.089,1.089
-39.471,16.209,2.680,1.089,1.089
-39.703,16.325,2.699,1.089,1.089
-39.935,16.441,2.593,1.094,1.094
-40.166,16.614,2.474,1.094,1.094
-40.398,16.788,2.500,1.078,1.078
-40.630,16.962,2.515,1.107,1.107
-40.862,17.136,2.427,1.107,1.107
-41.094,17.368,2.356,1.107,1.107
-41.326,17.600,2.286,1.107,1.107
-41.499,17.832,2.195,1.107,1.107
-41.673,18.064,2.222,1.078,1.078
-41.847,18.295,2.204,1.078,1.078
-42.021,18.527,2.248,1.094,1.094
-42.195,18.759,2.089,1.094,1.094
-42.311,18.991,2.121,1.089,1.089
-42.485,19.223,2.148,1.089,1.089
-42.601,19.454,2.012,1.094,1.094
-42.717,19.686,2.014,1.094,1.094
-42.833,19.918,2.139,1.089,1.089
-43.007,20.150,2.153,1.089,1.089
-43.122,20.382,1.976,1.094,1.094
-43.238,20.614,2.153,1.094,1.094
-43.412,20.846,2.139,1.064,1.064
-43.528,21.077,2.014,1.089,1.089
-43.644,21.309,2.011,1.094,1.094
-43.760,21.541,2.149,1.089,1.089
-43.934,21.773,2.115,1.089,1.089
-44.050,22.005,2.111,1.113,1.113
-44.224,22.237,2.160,1.064,1.064
-44.340,22.468,1.975,1.089,1.089
-44.456,22.700,2.151,1.094,1.094
-44.629,22.932,2.150,1.078,1.078
-44.745,23.164,1.977,1.089,1.089
-44.861,23.396,2.150,1.094,1.094
-45.035,23.628,2.150,1.078,1.078
-45.151,23.860,1.977,1.089,1.089
-45.267,24.091,2.152,1.094,1.094
-45.441,24.323,2.142,1.078,1.078
-45.557,24.555,2.004,1.089,1.089
-45.673,24.787,2.050,1.094,1.094
-45.789,25.019,2.003,1.094,1.094
-45.904,25.250,2.144,1.089,1.089
-46.078,25.482,2.144,1.089,1.089
-46.194,25.714,2.005,1.089,1.089
-46.310,25.946,2.043,1.089,1.089
-46.426,26.178,2.030,1.113,1.113
-46.542,26.410,2.043,1.094,1.094
-46.658,26.642,2.005,1.089,1.089
-46.774,26.873,2.144,1.089,1.089
-46.948,27.105,2.142,1.089,1.089
-47.064,27.337,2.013,1.089,1.089
-47.180,27.569,2.013,1.113,1.113
-47.295,27.801,2.142,1.089,1.089
-47.469,28.033,2.144,1.089,1.089
-47.585,28.264,2.005,1.089,1.089
-47.701,28.496,2.042,1.094,1.094
-47.817,28.728,2.035,1.115,1.115
-47.933,28.960,2.024,1.115,1.115
-48.049,29.192,2.074,1.100,1.100
-48.165,29.424,1.884,1.089,1.089
-48.223,29.655,1.921,1.089,1.089
-48.339,29.887,1.961,1.083,1.083
-48.397,30.119,1.766,1.100,1.100
-48.455,30.351,1.870,1.100,1.100
-48.513,30.583,1.644,1.100,1.100
-48.513,30.815,1.703,1.050,1.050
-48.571,31.047,1.691,1.083,1.083
-48.571,31.278,1.681,1.045,1.045
-48.629,31.510,1.735,1.101,1.101
-48.629,31.742,1.530,1.101,1.101
-48.629,31.974,1.571,1.101,1.101
-48.629,32.206,1.611,1.101,1.101
-48.629,32.438,1.406,1.101,1.101
-48.571,32.669,1.460,1.045,1.045
-48.571,32.901,1.453,1.083,1.083
-48.513,33.133,1.430,1.058,1.058
-48.513,33.365,1.529,1.100,1.100
-48.455,33.597,1.148,1.100,1.100
-48.339,33.829,1.195,1.066,1.066
-48.281,34.060,1.386,1.083,1.083
-48.223,34.292,1.212,1.100,1.100
-48.107,34.524,1.081,1.089,1.089
-47.991,34.756,1.108,1.089,1.089
-47.875,34.988,1.129,1.113,1.113
-47.759,35.220,1.019,1.078,1.078
-47.585,35.452,0.919,1.094,1.094
-47.411,35.683,0.869,1.094,1.094
-47.180,35.915,0.758,1.107,1.107
-46.948,36.147,0.810,1.107,1.107
-46.716,36.379,0.711,1.107,1.107
-46.484,36.553,0.617,1.107,1.107
-46.252,36.727,0.682,1.094,1.094
-46.020,36.901,0.516,1.107,1.107
-45.789,37.016,0.552,1.078,1.078
-45.557,37.190,0.571,1.089,1.089
-45.325,37.306,0.461,1.094,1.094
-45.093,37.422,0.367,1.089,1.089
-44.861,37.480,0.183,1.083,1.083
-44.629,37.538,0.376,1.045,1.045
-44.398,37.654,0.422,1.083,1.083
-44.166,37.712,0.042,1.083,1.083
-43.934,37.712,0.142,1.027,1.027
-43.702,37.770,0.115,1.045,1.045
-43.470,37.770,0.121,0.992,0.992
-43.238,37.828,0.122,1.043,1.043
-43.007,37.828,0.112,1.043,1.043
-42.775,37.886,0.155,1.101,1.101
-42.543,37.886,6.279,1.101,1.101
-42.311,37.886,6.144,1.101,1.101
-42.079,37.828,6.115,1.043,1.043
-41.847,37.828,0.081,1.043,1.043
-41.615,37.828,6.121,1.058,1.058
-41.384,37.770,6.121,1.043,1.043
-41.152,37.770,0.082,1.058,1.058
-40.920,37.770,6.110,1.103,1.103
-40.688,37.712,6.165,1.083,1.083
-40.456,37.712,6.205,1.100,1.100
-40.224,37.654,5.992,1.103,1.103
-39.993,37.596,6.061,1.083,1.083
-39.761,37.538,5.994,1.069,1.069
-39.529,37.480,6.196,1.058,1.058
-39.297,37.480,6.196,1.100,1.100
-39.065,37.422,5.994,1.100,1.100
-38.833,37.364,6.061,1.083,1.083
-38.602,37.306,5.994,1.069,1.069
-38.370,37.248,6.196,1.058,1.058
-38.138,37.248,6.196,1.100,1.100
-37.906,37.190,5.994,1.100,1.100
-37.674,37.132,6.061,1.100,1.100
-37.442,37.074,5.994,1.083,1.083
-37.211,37.016,6.196,1.069,1.069
-36.979,37.016,6.195,1.100,1.100
-36.747,36.958,5.998,1.107,1.107
-36.515,36.901,6.046,1.100,1.100
-36.283,36.843,6.046,1.083,1.083
-36.051,36.785,5.998,1.069,1.069
-35.819,36.727,6.195,1.058,1.058
-35.588,36.727,6.196,1.100,1.100
-35.356,36.669,5.994,1.100,1.100
-35.124,36.611,6.060,1.100,1.100
-34.892,36.553,5.995,1.083,1.083
-34.660,36.495,6.194,1.069,1.069
-34.428,36.495,6.206,1.100,1.100
-34.197,36.437,5.957,1.103,1.103
-33.965,36.379,6.203,1.083,1.083
-33.733,36.379,6.205,1.083,1.083
-33.501,36.321,5.954,1.103,1.103
-33.269,36.263,6.218,1.100,1.100
-33.037,36.263,6.148,1.100,1.100
-32.806,36.205,6.167,1.101,1.101
-32.574,36.205,6.162,1.101,1.101
-32.342,36.147,6.159,1.101,1.101
-32.110,36.147,6.177,1.101,1.101
-31.878,36.089,6.106,1.083,1.083
-31.646,36.089,0.086,1.101,1.101
-31.415,36.089,6.110,1.101,1.101
-31.183,36.031,6.163,1.100,1.100
-30.951,36.031,6.215,1.101,1.101
-30.719,35.973,5.952,1.083,1.083
-30.487,35.915,6.216,1.043,1.043
-30.255,35.915,6.161,1.069,1.069
-30.023,35.857,6.114,1.045,1.045
-29.792,35.857,0.071,1.083,1.083
-29.560,35.857,6.162,1.100,1.100
-29.328,35.799,5.965,1.101,1.101
-29.096,35.741,6.213,1.069,1.069
-28.864,35.741,6.159,1.103,1.103
-28.632,35.683,6.124,1.083,1.083
-28.401,35.683,0.032,1.101,1.101
-28.169,35.683,0.029,1.100,1.100
-27.937,35.683,6.133,1.050,1.050
-27.705,35.625,6.130,1.101,1.101
-27.473,35.625,0.038,1.101,1.101
-27.241,35.625,6.283,1.101,1.101
-27.009,35.625,6.246,1.101,1.101
-26.778,35.625,0.150,1.101,1.101
-26.546,35.683,0.165,1.083,1.083
-26.314,35.683,6.203,1.101,1.101
-26.082,35.683,0.162,1.101,1.101
-25.850,35.741,0.163,1.083,1.083
-25.619,35.741,6.201,1.101,1.101
-25.387,35.741,0.173,1.069,1.069
-25.155,35.799,0.121,1.101,1.101
-24.923,35.799,0.069,1.069,1.069
-24.691,35.857,0.329,1.101,1.101
-24.459,35.915,0.079,1.100,1.100
-24.227,35.915,0.080,1.100,1.100
-23.996,35.973,0.326,1.103,1.103
-23.764,36.031,0.077,1.083,1.083
-23.532,36.031,0.091,1.100,1.100
-23.300,36.089,0.286,1.107,1.107
-23.068,36.147,0.234,1.100,1.100
-22.836,36.205,0.248,1.083,1.083
-22.605,36.263,0.245,1.083,1.083
-22.373,36.321,0.242,1.083,1.083
-22.141,36.379,0.255,1.100,1.100
-21.909,36.437,0.208,1.100,1.100
-21.677,36.495,0.387,1.083,1.083
-21.445,36.611,0.350,1.100,1.100
-21.213,36.669,0.315,1.083,1.083
-20.982,36.785,0.494,1.100,1.100
-20.750,36.901,0.491,1.089,1.089
-20.518,37.016,0.324,1.083,1.083
-20.286,37.074,0.320,1.089,1.089
-20.054,37.190,0.501,1.100,1.100
-19.823,37.306,0.454,1.115,1.115
-19.591,37.422,0.464,1.115,1.115
-19.359,37.538,0.471,1.113,1.113
-19.127,37.654,0.435,1.089,1.089
-18.895,37.770,0.571,1.089,1.089
-18.663,37.944,0.580,1.089,1.089
-18.431,38.060,0.412,1.094,1.094
-18.200,38.176,0.557,1.078,1.078
-17.968,38.349,0.667,1.094,1.094
-17.736,38.523,0.638,1.107,1.107
-17.504,38.697,0.644,1.094,1.094
-17.272,38.871,0.648,1.107,1.107
-17.040,39.045,0.626,1.107,1.107
-16.809,39.219,0.710,1.094,1.094
-16.577,39.451,0.805,1.107,1.107
-16.345,39.683,0.781,1.107,1.107
-16.113,39.914,0.785,1.107,1.107
-15.881,40.146,0.792,1.107,1.107
-15.649,40.378,0.759,1.107,1.107
-15.418,40.610,0.884,1.107,1.107
-15.244,40.842,0.862,1.094,1.094
-15.012,41.074,0.830,1.107,1.107
-14.838,41.305,0.974,1.094,1.094
-14.664,41.537,0.834,1.078,1.078
-14.432,41.769,0.844,1.094,1.094
-14.258,42.001,0.947,1.094,1.094
-14.084,42.233,0.930,1.094,1.094
-13.911,42.465,0.898,1.094,1.094
-13.737,42.697,1.043,1.094,1.094
-13.621,42.928,1.055,1.078,1.078
-13.447,43.160,0.863,1.078,1.078
-13.273,43.392,1.061,1.094,1.094
-13.157,43.624,1.019,1.078,1.078
-12.983,43.856,0.993,1.094,1.094
-12.867,44.087,1.136,1.089,1.089
-12.751,44.319,1.107,1.089,1.089
-12.635,44.551,1.080,1.089,1.089
-12.520,44.783,1.217,1.089,1.089
-12.462,45.015,1.366,1.045,1.045
-12.404,45.247,1.272,1.027,1.027
-12.346,45.479,1.502,1.012,1.012
-12.346,45.710,1.419,0.985,0.985
-12.288,45.942,1.528,1.043,1.043
-12.346,46.174,1.886,0.987,0.987
-12.404,46.406,1.802,0.972,0.972
-12.462,46.638,1.801,1.012,1.012
-12.520,46.870,1.890,1.078,1.078
-12.635,47.101,2.180,1.107,1.107
-12.867,47.333,2.521,1.078,1.078
-13.099,47.449,2.873,1.094,1.094
-13.331,47.507,2.729,1.045,1.045
-13.563,47.623,2.971,1.066,1.066
-13.795,47.623,2.920,1.000,1.000
-14.027,47.739,2.884,1.069,1.069
-14.258,47.739,3.070,1.043,1.043
-14.490,47.797,2.955,1.101,1.101
-14.722,47.797,3.227,1.058,1.058
-14.954,47.797,2.975,1.043,1.043
-15.186,47.855,2.992,1.101,1.101
-15.418,47.855,3.180,1.101,1.101
-15.649,47.855,3.134,1.101,1.101
-15.881,47.855,3.134,1.101,1.101
-16.113,47.855,3.181,1.101,1.101
-16.345,47.855,2.988,1.069,1.069
-16.577,47.913,2.988,1.101,1.101
-16.809,47.913,3.181,1.101,1.101
-17.040,47.913,3.134,1.101,1.101
-17.272,47.913,3.134,1.101,1.101
-17.504,47.913,3.181,1.083,1.083
-17.736,47.913,2.989,1.045,1.045
-17.968,47.971,2.987,1.101,1.101
-18.200,47.971,3.185,1.101,1.101
-18.431,47.971,3.120,1.101,1.101
-18.663,47.971,3.185,1.101,1.101
-18.895,47.971,2.987,1.058,1.058
-19.127,48.029,2.987,1.101,1.101
-19.359,48.029,3.185,1.101,1.101
-19.591,48.029,3.120,1.101,1.101
-19.823,48.029,3.185,1.101,1.101
-20.054,48.029,2.987,1.069,1.069
-20.286,48.087,2.988,1.101,1.101
-20.518,48.087,3.181,1.101,1.101
-20.750,48.087,3.134,1.101,1.101
-20.982,48.087,3.134,1.101,1.101
-21.213,48.087,3.181,1.101,1.101
-21.445,48.087,2.988,1.058,1.058
-21.677,48.145,2.987,1.101,1.101
-21.909,48.145,3.185,1.101,1.101
-22.141,48.145,3.120,1.101,1.101
-22.373,48.145,3.185,1.101,1.101
-22.605,48.145,2.987,1.083,1.083
-22.836,48.203,2.988,1.101,1.101
-23.068,48.203,3.181,1.101,1.101
-23.300,48.203,3.134,1.101,1.101
-23.532,48.203,3.134,1.101,1.101
-23.764,48.203,3.181,1.101,1.101
-23.996,48.203,2.988,1.101,1.101
-24.227,48.261,2.988,1.101,1.101
-24.459,48.261,3.182,1.101,1.101
-24.691,48.261,3.130,1.101,1.101
-24.923,48.261,3.147,1.101,1.101
-25.155,48.261,3.130,1.101,1.101
-25.387,48.261,3.182,1.101,1.101
-25.619,48.261,2.988,1.101,1.101
-25.850,48.319,2.988,1.101,1.101
-26.082,48.319,3.182,1.101,1.101
-26.314,48.319,3.130,1.101,1.101
-26.546,48.319,3.147,1.101,1.101
-26.778,48.319,3.130,1.101,1.101
-27.009,48.319,3.183,1.101,1.101
-27.241,48.319,2.987,1.058,1.058
-27.473,48.377,2.991,1.101,1.101
-27.705,48.377,3.171,1.101,1.101
-27.937,48.377,3.171,1.101,1.101
-28.169,48.377,2.990,1.100,1.100
-28.401,48.434,2.990,1.101,1.101
-28.632,48.434,3.172,1.101,1.101
-28.864,48.434,3.171,1.101,1.101
-29.096,48.434,2.994,1.083,1.083
-29.328,48.492,2.976,1.101,1.101
-29.560,48.492,3.222,1.101,1.101
-29.792,48.492,2.980,1.101,1.101
-30.023,48.550,2.979,1.101,1.101
-30.255,48.550,3.224,1.101,1.101
-30.487,48.550,2.966,1.100,1.100
-30.719,48.608,3.032,1.101,1.101
-30.951,48.608,3.032,1.101,1.101
-31.183,48.666,2.966,1.100,1.100
-31.415,48.666,3.224,1.101,1.101
-31.646,48.666,2.979,1.100,1.100
-31.878,48.724,2.979,1.101,1.101
-32.110,48.724,3.224,1.101,1.101
-32.342,48.724,2.965,1.058,1.058
-32.574,48.782,3.035,1.101,1.101
-32.806,48.782,3.021,1.058,1.058
-33.037,48.840,3.007,1.100,1.100
-33.269,48.840,3.076,1.050,1.050
-33.501,48.898,2.812,1.100,1.100
-33.733,48.956,3.063,1.101,1.101
-33.965,48.956,3.062,1.083,1.083
-34.197,49.014,2.816,1.103,1.103
-34.428,49.072,3.062,1.100,1.100
-34.660,49.072,3.062,1.083,1.083
-34.892,49.130,2.816,1.103,1.103
-35.124,49.188,3.062,1.083,1.083
-35.356,49.188,3.062,1.100,1.100
-35.588,49.246,2.815,1.103,1.103
-35.819,49.304,3.066,1.083,1.083
-36.051,49.304,3.048,1.083,1.083
-36.283,49.362,2.867,1.103,1.103
-36.515,49.420,2.867,1.100,1.100
-36.747,49.478,3.048,1.069,1.069
-36.979,49.478,3.066,1.100,1.100
-37.211,49.536,2.814,1.107,1.107
-37.442,49.594,3.066,1.100,1.100
-37.674,49.594,3.048,1.069,1.069
-37.906,49.652,2.867,1.083,1.083
-38.138,49.710,2.866,1.100,1.100
-38.370,49.768,3.051,1.100,1.100
-38.602,49.768,3.055,1.069,1.069
-38.833,49.826,2.852,1.083,1.083
-39.065,49.883,2.919,1.100,1.100
-39.297,49.941,2.852,1.103,1.103
-39.529,49.999,3.056,1.083,1.083
-39.761,49.999,3.051,1.069,1.069
-39.993,50.057,2.866,1.100,1.100
-40.224,50.115,2.866,1.107,1.107
-40.456,50.173,3.051,1.100,1.100
-40.688,50.173,3.055,1.069,1.069
-40.920,50.231,2.852,1.083,1.083
-41.152,50.289,2.919,1.100,1.100
-41.384,50.347,2.852,1.100,1.100
-41.615,50.405,3.055,1.083,1.083
-41.847,50.405,3.051,1.069,1.069
-42.079,50.463,2.866,1.100,1.100
-42.311,50.521,2.866,1.107,1.107
-42.543,50.579,3.051,1.100,1.100
-42.775,50.579,3.055,1.069,1.069
-43.007,50.637,2.852,1.083,1.083
-43.238,50.695,2.919,1.100,1.100
-43.470,50.753,2.852,1.100,1.100
-43.702,50.811,3.055,1.083,1.083
-43.934,50.811,3.051,1.069,1.069
-44.166,50.869,2.866,1.100,1.100
-44.398,50.927,2.866,1.107,1.107
-44.629,50.985,3.051,1.100,1.100
-44.861,50.985,3.056,1.069,1.069
-45.093,51.043,2.852,1.083,1.083
-45.325,51.101,2.919,1.100,1.100
-45.557,51.159,2.852,1.107,1.107
-45.789,51.217,3.055,1.100,1.100
-46.020,51.217,3.050,1.069,1.069
-46.252,51.275,2.866,1.083,1.083
-46.484,51.333,2.866,1.100,1.100
-46.716,51.391,3.050,1.100,1.100
-46.948,51.391,3.056,1.058,1.058
-47.180,51.448,2.852,1.069,1.069
-47.411,51.506,2.919,1.083,1.083
-47.643,51.564,2.852,1.100,1.100
-47.875,51.622,3.055,1.100,1.100
-48.107,51.622,3.054,1.058,1.058
-48.339,51.680,2.852,1.069,1.069
-48.571,51.738,2.919,1.083,1.083
-48.803,51.796,2.852,1.103,1.103
-49.034,51.854,3.054,1.100,1.100
-49.266,51.854,3.055,1.069,1.069
-49.498,51.912,2.852,1.083,1.083
-49.730,51.970,2.919,1.100,1.100
-49.962,52.028,2.852,1.107,1.107
-50.194,52.086,3.054,1.100,1.100
-50.425,52.086,3.054,1.069,1.069
-50.657,52.144,2.852,1.083,1.083
-50.889,52.202,2.919,1.100,1.100
-51.121,52.260,2.852,1.107,1.107
-51.353,52.318,3.055,1.100,1.100
-51.585,52.318,3.054,1.069,1.069
-51.816,52.376,2.852,1.083,1.083
-52.048,52.434,2.919,1.100,1.100
-52.280,52.492,2.852,1.107,1.107
-52.512,52.550,3.054,1.100,1.100
-52.744,52.550,3.055,1.069,1.069
-52.976,52.608,2.852,1.083,1.083
-53.207,52.666,2.919,1.100,1.100
-53.439,52.724,2.852,1.100,1.100
-53.671,52.782,3.056,1.083,1.083
-53.903,52.782,3.050,1.069,1.069
-54.135,52.840,2.866,1.083,1.083
-54.367,52.897,2.866,1.100,1.100
-54.599,52.955,3.051,1.100,1.100
-54.830,52.955,3.055,1.058,1.058
-55.062,53.013,2.852,1.069,1.069
-55.294,53.071,2.920,1.083,1.083
-55.526,53.129,2.849,1.103,1.103
-55.758,53.187,3.067,1.100,1.100
-55.989,53.187,3.008,1.069,1.069
-56.221,53.245,3.024,1.100,1.100
-56.453,53.245,3.020,1.050,1.050
-56.685,53.303,3.021,1.100,1.100
-56.917,53.303,3.021,1.050,1.050
-57.149,53.361,3.021,1.101,1.101
-57.381,53.361,3.022,1.083,1.083
-57.612,53.419,3.017,1.101,1.101
-57.844,53.419,3.036,1.101,1.101
-58.076,53.477,2.965,1.101,1.101
-58.308,53.477,3.224,1.101,1.101
-58.540,53.477,2.979,1.100,1.100
-58.772,53.535,2.979,1.101,1.101
-59.003,53.535,3.224,1.101,1.101
-59.235,53.535,2.966,1.069,1.069
-59.467,53.593,3.033,1.101,1.101
-59.699,53.593,3.028,1.083,1.083
-59.931,53.651,2.980,1.101,1.101
-60.163,53.651,3.174,1.100,1.100
-60.395,53.651,3.171,1.050,1.050
-60.626,53.651,2.990,1.043,1.043
-60.858,53.709,2.990,1.101,1.101
-61.090,53.709,3.172,1.101,1.101
-61.322,53.709,3.171,1.100,1.100
-61.554,53.709,2.991,1.050,1.050
-61.785,53.767,2.987,1.101,1.101
-62.017,53.767,3.182,1.101,1.101
-62.249,53.767,3.131,1.101,1.101
-62.481,53.767,3.145,1.101,1.101
-62.713,53.767,3.141,1.101,1.101
-62.945,53.767,3.142,1.101,1.101
-63.177,53.767,3.142,1.101,1.101
-63.408,53.767,3.142,1.101,1.101
-63.640,53.767,3.142,1.101,1.101
-63.872,53.767,3.142,1.101,1.101
-64.104,53.767,3.142,1.101,1.101
-64.336,53.767,3.142,1.101,1.101
-64.568,53.767,3.142,1.101,1.101
-64.799,53.767,3.142,1.101,1.101
-65.031,53.767,3.142,1.101,1.101
-65.263,53.767,3.142,1.101,1.101
-65.495,53.767,3.142,1.101,1.101
-65.727,53.767,3.142,1.101,1.101
-65.959,53.767,3.142,1.101,1.101
-66.191,53.767,3.142,1.101,1.101
-66.422,53.767,3.142,1.101,1.101
-66.654,53.767,3.142,1.101,1.101
-66.886,53.767,3.142,1.101,1.101
-67.118,53.767,3.142,1.101,1.101
-67.350,53.767,3.142,1.101,1.101
-67.582,53.767,3.142,1.101,1.101
-67.813,53.767,3.141,1.101,1.101
-68.045,53.767,3.142,1.101,1.101
-68.277,53.767,3.139,1.101,1.101
-68.509,53.767,3.153,1.101,1.101
-68.741,53.767,3.101,1.101,1.101
-68.973,53.767,3.296,1.101,1.101
-69.204,53.709,3.292,1.058,1.058
-69.436,53.709,3.112,1.101,1.101
-69.668,53.709,3.112,1.101,1.101
-69.900,53.709,3.292,1.101,1.101
-70.132,53.651,3.297,1.043,1.043
-70.364,53.651,3.099,1.045,1.045
-70.595,53.651,3.160,1.083,1.083
-70.827,53.651,3.110,1.101,1.101
-71.059,53.651,3.251,1.101,1.101
-71.291,53.593,3.463,1.083,1.083
-71.523,53.535,3.209,1.045,1.045
-71.755,53.535,3.277,1.083,1.083
-71.987,53.477,3.258,1.045,1.045
-72.218,53.477,3.263,1.083,1.083
-72.450,53.419,3.262,1.050,1.050
-72.682,53.419,3.262,1.100,1.100
-72.914,53.361,3.263,1.058,1.058
-73.146,53.361,3.261,1.101,1.101
-73.377,53.303,3.266,1.069,1.069
-73.609,53.303,3.247,1.101,1.101
-73.841,53.245,3.319,1.069,1.069
-74.073,53.245,3.056,1.101,1.101
-74.305,53.245,3.316,1.100,1.100
-74.537,53.187,3.260,1.101,1.101
-74.769,53.187,3.220,1.101,1.101
-75.000,53.129,3.433,1.083,1.083
-75.232,53.071,3.364,1.115,1.115
-75.464,53.013,3.428,1.174,1.174
-75.696,52.897,3.923,1.228,1.228
-75.812,52.666,4.447,1.174,1.174
-75.870,52.434,4.415,1.119,1.119
-75.928,52.202,4.710,1.115,1.115
-75.870,51.970,5.017,1.043,1.043
-75.812,51.738,4.951,1.000,1.000
-75.754,51.506,4.921,1.012,1.012
-75.696,51.275,5.114,1.078,1.078
-75.522,51.043,5.504,1.107,1.107
-75.290,50.811,5.408,1.107,1.107
-75.116,50.579,5.402,1.107,1.107
-74.885,50.347,5.523,1.107,1.107
-74.653,50.115,5.491,1.107,1.107
-74.421,49.883,5.499,1.107,1.107
-74.189,49.652,5.498,1.107,1.107
-73.957,49.420,5.496,1.107,1.107
-73.725,49.188,5.505,1.107,1.107
-73.493,48.956,5.473,1.107,1.107
-73.262,48.724,5.591,1.107,1.107
-73.030,48.550,5.592,1.078,1.078
-72.798,48.319,5.473,1.107,1.107
-72.566,48.087,5.505,1.107,1.107
-72.334,47.855,5.496,1.107,1.107
-72.102,47.623,5.500,1.107,1.107
-71.871,47.391,5.491,1.107,1.107
-71.639,47.159,5.523,1.107,1.107
-71.407,46.928,5.404,1.107,1.107
-71.233,46.696,5.404,1.107,1.107
-71.001,46.464,5.523,1.107,1.107
-70.769,46.232,5.491,1.107,1.107
-70.537,46.000,5.500,1.107,1.107
-70.306,45.768,5.497,1.107,1.107
-70.074,45.536,5.498,1.107,1.107
-69.842,45.305,5.498,1.107,1.107
-69.610,45.073,5.497,1.107,1.107
-69.378,44.841,5.500,1.107,1.107
-69.146,44.609,5.491,1.107,1.107
-68.915,44.377,5.523,1.107,1.107
-68.683,44.145,5.404,1.078,1.078
-68.509,43.914,5.404,1.107,1.107
-68.277,43.682,5.523,1.107,1.107
-68.045,43.450,5.491,1.107,1.107
-67.813,43.218,5.500,1.107,1.107
-67.582,42.986,5.497,1.107,1.107
-67.350,42.754,5.500,1.107,1.107
-67.118,42.523,5.491,1.107,1.107
-66.886,42.291,5.523,1.107,1.107
-66.654,42.059,5.404,1.094,1.094
-66.480,41.827,5.404,1.107,1.107
-66.248,41.595,5.523,1.107,1.107
-66.017,41.363,5.491,1.107,1.107
-65.785,41.132,5.499,1.107,1.107
-65.553,40.900,5.499,1.107,1.107
-65.321,40.668,5.491,1.107,1.107
-65.089,40.436,5.523,1.107,1.107
-64.857,40.204,5.404,1.107,1.107
-64.683,39.972,5.403,1.107,1.107
-64.452,39.740,5.525,1.107,1.107
-64.220,39.509,5.484,1.107,1.107
-63.988,39.277,5.526,1.107,1.107
-63.756,39.045,5.396,1.094,1.094
-63.582,38.813,5.430,1.107,1.107
-63.350,38.581,5.421,1.107,1.107
-63.177,38.349,5.422,1.107,1.107
-62.945,38.118,5.424,1.107,1.107
-62.771,37.886,5.416,1.107,1.107
-62.539,37.654,5.448,1.078,1.078
-62.365,37.422,5.332,1.094,1.094
-62.191,37.190,5.362,1.107,1.107
-62.017,36.958,5.356,1.107,1.107
-61.843,36.727,5.348,1.094,1.094
-61.670,36.495,5.390,1.094,1.094
-61.496,36.263,5.229,1.078,1.078
-61.380,36.031,5.267,1.094,1.094
-61.206,35.799,5.270,1.094,1.094
-61.090,35.567,5.221,1.078,1.078
-60.916,35.336,5.421,1.113,1.113
-60.742,35.104,5.229,1.094,1.094
-60.626,34.872,5.239,1.094,1.094
-60.452,34.640,5.389,1.107,1.107
-60.279,34.408,5.338,1.094,1.094
-60.105,34.176,5.392,1.094,1.094
-59.931,33.944,5.227,1.078,1.078
-59.815,33.713,5.270,1.094,1.094
-59.641,33.481,5.261,1.094,1.094
-59.525,33.249,5.251,1.078,1.078
-59.351,33.017,5.302,1.113,1.113
-59.235,32.785,5.116,1.089,1.089
-59.119,32.553,5.294,1.078,1.078
-58.946,32.322,5.286,1.089,1.089
-58.830,32.090,5.138,1.089,1.089
-58.714,31.858,5.222,1.089,1.089
-58.598,31.626,5.031,1.089,1.089
-58.540,31.394,5.034,1.064,1.064
-58.424,31.162,5.214,1.066,1.066
-58.308,30.931,5.166,1.089,1.089
-58.192,30.699,5.178,1.089,1.089
-58.076,30.467,5.178,1.089,1.089
-57.960,30.235,5.166,1.115,1.115
-57.844,30.003,5.214,1.089,1.089
-57.728,29.771,5.033,1.089,1.089
-57.670,29.540,5.032,1.089,1.089
-57.554,29.308,5.217,1.089,1.089
-57.438,29.076,5.156,1.089,1.089
-57.323,28.844,5.216,1.100,1.100
-57.207,28.612,5.033,1.089,1.089
-57.149,28.380,5.034,1.066,1.066
-57.033,28.148,5.213,1.089,1.089
-56.917,27.917,5.168,1.089,1.089
-56.801,27.685,5.169,1.089,1.089
-56.685,27.453,5.213,1.100,1.100
-56.569,27.221,5.033,1.089,1.089
-56.511,26.989,5.033,1.066,1.066
-56.395,26.758,5.213,1.089,1.089
-56.279,26.526,5.168,1.089,1.089
-56.163,26.294,5.169,1.100,1.100
-56.047,26.062,5.213,1.100,1.100
-55.932,25.830,5.033,1.089,1.089
-55.874,25.598,5.033,1.066,1.066
-55.758,25.366,5.213,1.089,1.089
-55.642,25.135,5.169,1.089,1.089
-55.526,24.903,5.169,1.100,1.100
-55.410,24.671,5.213,1.100,1.100
-55.294,24.439,5.034,1.089,1.089
-55.236,24.207,5.033,1.066,1.066
-55.120,23.975,5.214,1.089,1.089
-55.004,23.744,5.165,1.089,1.089
-54.888,23.512,5.181,1.089,1.089
-54.772,23.280,5.165,1.115,1.115
-54.656,23.048,5.214,1.089,1.089
-54.541,22.816,5.033,1.089,1.089
-54.483,22.584,5.033,1.089,1.089
